Date,Season,Home Team,Away Team,FTHG,FTAG,Winner,Points_H,Points_A,xG_H,xG_A,Poss_H,Poss_A
2015-11-21,2015,Newcastle,Leicester,0,3,Unknown,0,0,2.7,2.14,50.8,49.2
2015-11-21,2015,Southampton,Stoke,0,1,Unknown,0,0,1.02,1.61,50.4,49.6
2015-11-21,2015,Swansea,Bournemouth,2,2,Unknown,0,0,1.58,1.37,45.0,55.0
2015-11-21,2015,Watford,Man United,1,2,Unknown,0,0,2.41,2.59,57.1,42.9
2015-11-21,2015,West Brom,Arsenal,2,1,West Brom,3,0,0.71,2.4,58.3,41.7
2015-11-22,2015,Tottenham,West Ham,4,1,Tottenham,3,0,1.58,1.3,59.5,40.5
2015-11-23,2015,Crystal Palace,Sunderland,0,1,Unknown,0,0,2.1,0.76,55.8,44.2
2015-11-28,2015,Aston Villa,Watford,2,3,Unknown,0,0,3.49,0.68,53.2,46.8
2015-11-28,2015,Bournemouth,Everton,3,3,Unknown,0,0,1.92,0.74,49.0,51.0
2015-11-28,2015,Crystal Palace,Newcastle,5,1,Crystal Palace,3,0,2.95,1.96,60.0,40.0
2015-11-28,2015,Leicester,Man United,1,1,Unknown,0,0,1.8,0.63,53.8,46.2
2015-11-28,2015,Man City,Southampton,3,1,Man City,3,0,2.89,1.34,55.2,44.8
2015-11-28,2015,Sunderland,Stoke,2,0,Sunderland,3,0,2.29,2.38,55.2,44.8
2015-11-29,2015,Liverpool,Swansea,1,0,Liverpool,3,0,3.16,1.24,57.7,42.3
2015-11-29,2015,Norwich,Arsenal,1,1,Unknown,0,0,1.73,2.41,45.1,54.9
2015-11-29,2015,Tottenham,Chelsea,0,0,Unknown,0,0,2.31,2.36,48.3,51.7
2015-11-29,2015,West Ham,West Brom,1,1,Unknown,0,0,2.39,1.11,55.0,45.0
2015-12-05,2015,Arsenal,Sunderland,3,1,Arsenal,3,0,1.75,2.32,58.4,41.6
2015-12-05,2015,Chelsea,Bournemouth,0,1,Unknown,0,0,0.93,2.37,55.3,44.7
2015-12-05,2015,Man United,West Ham,0,0,Unknown,0,0,0.78,1.49,51.2,48.8
2015-12-05,2015,Southampton,Aston Villa,1,1,Unknown,0,0,0.55,1.03,50.4,49.6
2015-12-05,2015,Stoke,Man City,2,0,Stoke,3,0,3.12,1.8,56.1,43.9
2015-12-05,2015,Swansea,Leicester,0,3,Unknown,0,0,1.21,2.8,56.1,43.9
2015-12-05,2015,Watford,Norwich,2,0,Watford,3,0,1.13,2.1,54.1,45.9
2015-12-05,2015,West Brom,Tottenham,1,1,Unknown,0,0,2.71,0.93,49.4,50.6
2015-12-06,2015,Newcastle,Liverpool,2,0,Newcastle,3,0,1.46,2.21,58.9,41.1
2015-12-07,2015,Everton,Crystal Palace,1,1,Unknown,0,0,2.02,1.57,53.3,46.7
2015-12-12,2015,Bournemouth,Man United,2,1,Bournemouth,3,0,0.99,1.98,56.9,43.1
2015-12-12,2015,Crystal Palace,Southampton,1,0,Crystal Palace,3,0,3.38,2.34,48.2,51.8
2015-12-12,2015,Man City,Swansea,2,1,Man City,3,0,3.05,1.79,50.2,49.8
2015-12-12,2015,Norwich,Everton,1,1,Unknown,0,0,3.09,2.53,58.1,41.9
2015-12-12,2015,Sunderland,Watford,0,1,Unknown,0,0,1.72,2.31,45.8,54.2
2015-12-12,2015,West Ham,Stoke,0,0,Unknown,0,0,2.79,2.04,52.7,47.3
2015-12-13,2015,Aston Villa,Arsenal,0,2,Unknown,0,0,0.93,0.88,52.2,47.8
2015-12-13,2015,Liverpool,West Brom,2,2,Unknown,0,0,0.53,2.59,56.3,43.7
2015-12-13,2015,Tottenham,Newcastle,1,2,Unknown,0,0,0.56,2.84,49.2,50.8
2015-12-14,2015,Leicester,Chelsea,2,1,Leicester,3,0,2.26,0.84,48.3,51.7
2015-12-19,2015,Chelsea,Sunderland,3,1,Chelsea,3,0,1.87,1.72,58.9,41.1
2015-12-19,2015,Everton,Leicester,2,3,Unknown,0,0,2.05,1.15,53.6,46.4
2015-12-19,2015,Man United,Norwich,1,2,Unknown,0,0,0.52,2.39,46.6,53.4
2015-12-19,2015,Newcastle,Aston Villa,1,1,Unknown,0,0,1.77,2.3,47.9,52.1
2015-12-19,2015,Southampton,Tottenham,0,2,Unknown,0,0,2.65,0.85,60.0,40.0
2015-12-19,2015,Stoke,Crystal Palace,1,2,Unknown,0,0,1.83,2.69,47.9,52.1
2015-12-19,2015,West Brom,Bournemouth,1,2,Unknown,0,0,2.7,0.95,54.2,45.8
2015-12-20,2015,Swansea,West Ham,0,0,Unknown,0,0,1.2,2.49,51.3,48.7
2015-12-20,2015,Watford,Liverpool,3,0,Watford,3,0,2.94,1.64,58.3,41.7
2015-12-21,2015,Arsenal,Man City,2,1,Arsenal,3,0,2.27,1.32,56.3,43.7
2015-12-26,2015,Aston Villa,West Ham,1,1,Unknown,0,0,1.13,0.9,54.0,46.0
2015-12-26,2015,Bournemouth,Crystal Palace,0,0,Unknown,0,0,1.21,0.92,45.2,54.8
2015-12-26,2015,Chelsea,Watford,2,2,Unknown,0,0,2.38,2.15,58.2,41.8
2015-12-26,2015,Liverpool,Leicester,1,0,Liverpool,3,0,2.99,1.88,51.7,48.3
2015-12-26,2015,Man City,Sunderland,4,1,Man City,3,0,1.75,0.81,59.0,41.0
2015-12-26,2015,Newcastle,Everton,0,1,Unknown,0,0,1.27,0.78,52.4,47.6
2015-12-26,2015,Southampton,Arsenal,4,0,Southampton,3,0,3.1,0.68,55.4,44.6
2015-12-26,2015,Stoke,Man United,2,0,Stoke,3,0,2.51,2.36,46.0,54.0
2015-12-26,2015,Swansea,West Brom,1,0,Swansea,3,0,1.84,2.28,56.2,43.8
2015-12-26,2015,Tottenham,Norwich,3,0,Tottenham,3,0,1.96,0.65,50.1,49.9
2015-12-28,2015,Arsenal,Bournemouth,2,0,Arsenal,3,0,1.11,1.9,50.3,49.7
2015-12-28,2015,Crystal Palace,Swansea,0,0,Unknown,0,0,2.38,0.71,46.8,53.2
2015-12-28,2015,Everton,Stoke,3,4,Unknown,0,0,1.58,2.76,47.2,52.8
2015-12-28,2015,Man United,Chelsea,0,0,Unknown,0,0,3.49,2.77,47.8,52.2
2015-12-28,2015,Norwich,Aston Villa,2,0,Norwich,3,0,1.94,2.25,49.9,50.1
2015-12-28,2015,Watford,Tottenham,1,2,Unknown,0,0,1.96,2.82,58.4,41.6
2015-12-28,2015,West Brom,Newcastle,1,0,West Brom,3,0,2.2,2.53,50.5,49.5
2015-12-28,2015,West Ham,Southampton,2,1,West Ham,3,0,3.25,2.57,55.9,44.1
2015-12-29,2015,Leicester,Man City,0,0,Unknown,0,0,2.9,1.92,46.2,53.8
2015-12-30,2015,Sunderland,Liverpool,0,1,Unknown,0,0,1.85,1.27,53.9,46.1
2016-01-02,2016,Arsenal,Newcastle,1,0,Arsenal,3,0,2.66,1.04,52.2,47.8
2016-01-02,2016,Leicester,Bournemouth,0,0,Unknown,0,0,2.26,1.32,59.7,40.3
2016-01-02,2016,Man United,Swansea,2,1,Man United,3,0,1.98,2.07,57.7,42.3
2016-01-02,2016,Norwich,Southampton,1,0,Norwich,3,0,1.08,0.93,51.8,48.2
2016-01-02,2016,Sunderland,Aston Villa,3,1,Sunderland,3,0,1.89,1.15,56.6,43.4
2016-01-02,2016,Watford,Man City,1,2,Unknown,0,0,1.24,1.67,47.9,52.1
2016-01-02,2016,West Brom,Stoke,2,1,West Brom,3,0,3.24,1.08,53.4,46.6
2016-01-02,2016,West Ham,Liverpool,2,0,West Ham,3,0,1.51,1.97,46.1,53.9
2016-01-03,2016,Crystal Palace,Chelsea,0,3,Unknown,0,0,3.36,2.81,50.2,49.8
2016-01-03,2016,Everton,Tottenham,1,1,Unknown,0,0,2.1,2.37,48.4,51.6
2016-01-12,2016,Aston Villa,Crystal Palace,1,0,Aston Villa,3,0,2.39,2.17,55.8,44.2
2016-01-12,2016,Bournemouth,West Ham,1,3,Unknown,0,0,2.13,1.96,52.4,47.6
2016-01-12,2016,Newcastle,Man United,3,3,Unknown,0,0,0.89,1.72,56.3,43.7
2016-01-13,2016,Chelsea,West Brom,2,2,Unknown,0,0,1.63,0.97,52.7,47.3
2016-01-13,2016,Liverpool,Arsenal,3,3,Unknown,0,0,0.8,2.74,46.3,53.7
2016-01-13,2016,Man City,Everton,0,0,Unknown,0,0,2.37,1.12,56.0,44.0
2016-01-13,2016,Southampton,Watford,2,0,Southampton,3,0,1.84,0.73,57.5,42.5
2016-01-13,2016,Stoke,Norwich,3,1,Stoke,3,0,2.83,2.38,58.6,41.4
2016-01-13,2016,Swansea,Sunderland,2,4,Unknown,0,0,1.16,0.94,53.6,46.4
2016-01-13,2016,Tottenham,Leicester,0,1,Unknown,0,0,0.99,1.43,56.3,43.7
2016-01-16,2016,Aston Villa,Leicester,1,1,Unknown,0,0,1.72,0.57,56.3,43.7
2016-01-16,2016,Bournemouth,Norwich,3,0,Bournemouth,3,0,3.28,0.84,47.3,52.7
2016-01-16,2016,Chelsea,Everton,3,3,Unknown,0,0,2.63,0.93,47.5,52.5
2016-01-16,2016,Man City,Crystal Palace,4,0,Man City,3,0,1.76,0.64,46.1,53.9
2016-01-16,2016,Newcastle,West Ham,2,1,Newcastle,3,0,2.05,2.14,49.8,50.2
2016-01-16,2016,Southampton,West Brom,3,0,Southampton,3,0,0.75,2.59,52.1,47.9
2016-01-16,2016,Tottenham,Sunderland,4,1,Tottenham,3,0,3.45,1.43,60.0,40.0
2016-01-17,2016,Liverpool,Man United,0,1,Unknown,0,0,2.5,2.69,51.5,48.5
2016-01-17,2016,Stoke,Arsenal,0,0,Unknown,0,0,1.36,1.03,55.9,44.1
2016-01-18,2016,Swansea,Watford,1,0,Swansea,3,0,2.26,1.31,55.4,44.6
2016-01-23,2016,Crystal Palace,Tottenham,1,3,Unknown,0,0,0.83,0.88,48.1,51.9
2016-01-23,2016,Leicester,Stoke,3,0,Leicester,3,0,3.4,2.05,45.9,54.1
2016-01-23,2016,Man United,Southampton,0,1,Unknown,0,0,1.02,1.55,53.2,46.8
2016-01-23,2016,Norwich,Liverpool,4,5,Unknown,0,0,2.44,2.03,55.5,44.5
2016-01-23,2016,Sunderland,Bournemouth,1,1,Unknown,0,0,1.24,2.4,60.0,40.0
2016-01-23,2016,Watford,Newcastle,2,1,Watford,3,0,2.65,1.86,50.4,49.6
2016-01-23,2016,West Brom,Aston Villa,0,0,Unknown,0,0,2.83,2.07,58.4,41.6
2016-01-23,2016,West Ham,Man City,2,2,Unknown,0,0,2.52,2.84,50.7,49.3
2016-01-24,2016,Arsenal,Chelsea,0,1,Unknown,0,0,2.34,1.25,55.3,44.7
2016-01-24,2016,Everton,Swansea,1,2,Unknown,0,0,3.18,1.4,54.0,46.0
2016-02-02,2016,Arsenal,Southampton,0,0,Unknown,0,0,0.74,2.29,45.8,54.2
2016-02-02,2016,Crystal Palace,Bournemouth,1,2,Unknown,0,0,1.49,2.03,46.2,53.8
2016-02-02,2016,Leicester,Liverpool,2,0,Leicester,3,0,1.24,0.95,45.3,54.7
2016-02-02,2016,Man United,Stoke,3,0,Man United,3,0,3.46,1.44,50.6,49.4
2016-02-02,2016,Norwich,Tottenham,0,3,Unknown,0,0,1.67,1.67,56.2,43.8
2016-02-02,2016,Sunderland,Man City,0,1,Unknown,0,0,2.7,1.55,47.6,52.4
2016-02-02,2016,West Brom,Swansea,1,1,Unknown,0,0,2.55,0.95,54.1,45.9
2016-02-02,2016,West Ham,Aston Villa,2,0,West Ham,3,0,1.14,2.81,49.3,50.7
2016-02-03,2016,Everton,Newcastle,3,0,Everton,3,0,1.22,2.41,57.0,43.0
2016-02-03,2016,Watford,Chelsea,0,0,Unknown,0,0,1.34,1.7,57.0,43.0
2016-02-06,2016,Aston Villa,Norwich,2,0,Aston Villa,3,0,1.73,2.2,56.6,43.4
2016-02-06,2016,Liverpool,Sunderland,2,2,Unknown,0,0,1.2,2.74,52.9,47.1
2016-02-06,2016,Man City,Leicester,1,3,Unknown,0,0,0.56,0.84,49.3,50.7
2016-02-06,2016,Newcastle,West Brom,1,0,Newcastle,3,0,3.14,1.13,57.1,42.9
2016-02-06,2016,Southampton,West Ham,1,0,Southampton,3,0,3.4,1.86,47.8,52.2
2016-02-06,2016,Stoke,Everton,0,3,Unknown,0,0,1.52,2.5,49.3,50.7
2016-02-06,2016,Swansea,Crystal Palace,1,1,Unknown,0,0,1.52,0.59,47.8,52.2
2016-02-06,2016,Tottenham,Watford,1,0,Tottenham,3,0,0.52,2.96,55.1,44.9
2016-02-07,2016,Bournemouth,Arsenal,0,2,Unknown,0,0,2.54,1.64,55.3,44.7
2016-02-07,2016,Chelsea,Man United,1,1,Unknown,0,0,2.98,1.4,54.8,45.2
2016-02-13,2016,Bournemouth,Stoke,1,3,Unknown,0,0,0.94,1.23,51.2,48.8
2016-02-13,2016,Chelsea,Newcastle,5,1,Chelsea,3,0,0.98,0.94,46.5,53.5
2016-02-13,2016,Crystal Palace,Watford,1,2,Unknown,0,0,2.87,2.48,58.7,41.3
2016-02-13,2016,Everton,West Brom,0,1,Unknown,0,0,2.35,2.89,52.6,47.4
2016-02-13,2016,Norwich,West Ham,2,2,Unknown,0,0,0.63,1.53,51.1,48.9
2016-02-13,2016,Sunderland,Man United,2,1,Sunderland,3,0,2.37,2.88,53.8,46.2
2016-02-13,2016,Swansea,Southampton,0,1,Unknown,0,0,1.43,2.56,47.9,52.1
2016-02-14,2016,Arsenal,Leicester,2,1,Arsenal,3,0,1.61,1.7,47.0,53.0
2016-02-14,2016,Aston Villa,Liverpool,0,6,Unknown,0,0,2.81,2.19,51.1,48.9
2016-02-14,2016,Man City,Tottenham,1,2,Unknown,0,0,2.93,1.59,48.4,51.6
2016-02-27,2016,Leicester,Norwich,1,0,Leicester,3,0,1.7,1.9,48.7,51.3
2016-02-27,2016,Southampton,Chelsea,1,2,Unknown,0,0,3.34,0.65,58.4,41.6
2016-02-27,2016,Stoke,Aston Villa,2,1,Stoke,3,0,1.72,2.24,53.0,47.0
2016-02-27,2016,Watford,Bournemouth,0,0,Unknown,0,0,2.82,0.63,52.3,47.7
2016-02-27,2016,West Brom,Crystal Palace,3,2,West Brom,3,0,1.95,2.54,55.3,44.7
2016-02-27,2016,West Ham,Sunderland,1,0,West Ham,3,0,3.19,2.56,59.3,40.7
2016-02-28,2016,Tottenham,Swansea,2,1,Tottenham,3,0,3.22,1.09,46.7,53.3
2016-02-28,2016,Man United,Arsenal,3,2,Man United,3,0,0.76,1.31,57.5,42.5
2016-03-01,2016,Aston Villa,Everton,1,3,Unknown,0,0,3.31,1.7,53.8,46.2
2016-03-01,2016,Bournemouth,Southampton,2,0,Bournemouth,3,0,2.98,1.99,47.2,52.8
2016-03-01,2016,Leicester,West Brom,2,2,Unknown,0,0,2.87,1.22,49.5,50.5
2016-03-01,2016,Norwich,Chelsea,1,2,Unknown,0,0,1.1,1.98,52.2,47.8
2016-03-01,2016,Sunderland,Crystal Palace,2,2,Unknown,0,0,2.92,1.24,55.4,44.6
2016-03-02,2016,Arsenal,Swansea,1,2,Unknown,0,0,3.05,0.64,48.6,51.4
2016-03-02,2016,Liverpool,Man City,3,0,Liverpool,3,0,1.37,0.51,53.0,47.0
2016-03-02,2016,Man United,Watford,1,0,Man United,3,0,3.36,0.75,55.3,44.7
2016-03-02,2016,Stoke,Newcastle,1,0,Stoke,3,0,0.65,2.48,51.7,48.3
2016-03-02,2016,West Ham,Tottenham,1,0,West Ham,3,0,0.95,2.9,57.9,42.1
2016-03-05,2016,Chelsea,Stoke,1,1,Unknown,0,0,2.11,1.57,58.0,42.0
2016-03-05,2016,Everton,West Ham,2,3,Unknown,0,0,2.23,1.78,52.1,47.9
2016-03-05,2016,Man City,Aston Villa,4,0,Man City,3,0,2.44,0.87,59.6,40.4
2016-03-05,2016,Newcastle,Bournemouth,1,3,Unknown,0,0,0.55,1.88,46.1,53.9
2016-03-05,2016,Southampton,Sunderland,1,1,Unknown,0,0,3.38,0.86,45.1,54.9
2016-03-05,2016,Swansea,Norwich,1,0,Swansea,3,0,0.63,2.03,50.7,49.3
2016-03-05,2016,Tottenham,Arsenal,2,2,Unknown,0,0,0.93,2.83,54.0,46.0
2016-03-05,2016,Watford,Leicester,0,1,Unknown,0,0,0.54,0.99,54.4,45.6
2016-03-06,2016,Crystal Palace,Liverpool,1,2,Unknown,0,0,2.2,2.41,52.1,47.9
2016-03-06,2016,West Brom,Man United,1,0,West Brom,3,0,3.3,0.56,46.9,53.1
2016-03-12,2016,Bournemouth,Swansea,3,2,Bournemouth,3,0,2.5,1.44,47.6,52.4
2016-03-12,2016,Norwich,Man City,0,0,Unknown,0,0,2.97,0.78,57.8,42.2
2016-03-12,2016,Stoke,Southampton,1,2,Unknown,0,0,0.54,1.38,58.0,42.0
2016-03-13,2016,Aston Villa,Tottenham,0,2,Unknown,0,0,2.13,0.93,55.1,44.9
2016-03-14,2016,Leicester,Newcastle,1,0,Leicester,3,0,1.88,1.43,55.0,45.0
2016-03-19,2016,Chelsea,West Ham,2,2,Unknown,0,0,2.0,1.54,54.0,46.0
2016-03-19,2016,Crystal Palace,Leicester,0,1,Unknown,0,0,0.72,1.25,48.0,52.0
2016-03-19,2016,Everton,Arsenal,0,2,Unknown,0,0,2.55,2.14,51.4,48.6
2016-03-19,2016,Swansea,Aston Villa,1,0,Swansea,3,0,2.01,2.8,55.4,44.6
2016-03-19,2016,Watford,Stoke,1,2,Unknown,0,0,2.8,1.5,53.1,46.9
2016-03-19,2016,West Brom,Norwich,0,1,Unknown,0,0,1.96,0.98,45.3,54.7
2016-03-20,2016,Man City,Man United,0,1,Unknown,0,0,0.95,1.18,59.3,40.7
2016-03-20,2016,Newcastle,Sunderland,1,1,Unknown,0,0,2.44,2.64,57.7,42.3
2016-03-20,2016,Southampton,Liverpool,3,2,Southampton,3,0,1.02,1.93,48.9,51.1
2016-03-20,2016,Tottenham,Bournemouth,3,0,Tottenham,3,0,3.12,1.64,54.2,45.8
2016-04-02,2016,Arsenal,Watford,4,0,Arsenal,3,0,2.34,0.87,58.8,41.2
2016-04-02,2016,Aston Villa,Chelsea,0,4,Unknown,0,0,0.97,1.62,46.4,53.6
2016-04-02,2016,Bournemouth,Man City,0,4,Unknown,0,0,3.39,1.2,52.5,47.5
2016-04-02,2016,Liverpool,Tottenham,1,1,Unknown,0,0,2.06,2.86,51.8,48.2
2016-04-02,2016,Norwich,Newcastle,3,2,Norwich,3,0,0.72,2.71,51.2,48.8
2016-04-02,2016,Stoke,Swansea,2,2,Unknown,0,0,2.38,0.71,57.5,42.5
2016-04-02,2016,Sunderland,West Brom,0,0,Unknown,0,0,1.26,1.79,50.7,49.3
2016-04-02,2016,West Ham,Crystal Palace,2,2,Unknown,0,0,2.91,1.06,46.0,54.0
2016-04-03,2016,Leicester,Southampton,1,0,Leicester,3,0,2.95,1.53,46.0,54.0
2016-04-03,2016,Man United,Everton,1,0,Man United,3,0,3.44,2.69,45.6,54.4
2016-04-09,2016,Aston Villa,Bournemouth,1,2,Unknown,0,0,2.01,1.82,51.1,48.9
2016-04-09,2016,Crystal Palace,Norwich,1,0,Crystal Palace,3,0,1.86,1.34,55.8,44.2
2016-04-09,2016,Man City,West Brom,2,1,Man City,3,0,2.76,1.02,48.1,51.9
2016-04-09,2016,Southampton,Newcastle,3,1,Southampton,3,0,0.9,2.5,54.7,45.3
2016-04-09,2016,Swansea,Chelsea,1,0,Swansea,3,0,2.14,2.06,55.3,44.7
2016-04-09,2016,Watford,Everton,1,1,Unknown,0,0,2.14,1.67,48.8,51.2
2016-04-09,2016,West Ham,Arsenal,3,3,Unknown,0,0,0.77,1.04,54.0,46.0
2016-04-10,2016,Liverpool,Stoke,4,1,Liverpool,3,0,1.75,1.34,55.3,44.7
2016-04-10,2016,Sunderland,Leicester,0,2,Unknown,0,0,3.06,2.9,52.0,48.0
2016-04-10,2016,Tottenham,Man United,3,0,Tottenham,3,0,3.07,1.8,50.1,49.9
2016-04-13,2016,Crystal Palace,Everton,0,0,Unknown,0,0,0.8,1.5,54.3,45.7
2016-04-16,2016,Chelsea,Man City,0,3,Unknown,0,0,0.77,1.8,59.7,40.3
2016-04-16,2016,Everton,Southampton,1,1,Unknown,0,0,1.29,2.45,51.4,48.6
2016-04-16,2016,Man United,Aston Villa,1,0,Man United,3,0,3.12,1.35,50.9,49.1
2016-04-16,2016,Newcastle,Swansea,3,0,Newcastle,3,0,0.89,0.95,52.0,48.0
2016-04-16,2016,Norwich,Sunderland,0,3,Unknown,0,0,2.66,1.96,46.1,53.9
2016-04-16,2016,West Brom,Watford,0,1,Unknown,0,0,0.8,2.16,53.3,46.7
2016-04-17,2016,Arsenal,Crystal Palace,1,1,Unknown,0,0,2.37,2.28,49.9,50.1
2016-04-17,2016,Bournemouth,Liverpool,1,2,Unknown,0,0,1.57,2.7,46.8,53.2
2016-04-17,2016,Leicester,West Ham,2,2,Unknown,0,0,2.87,1.43,52.0,48.0
2016-04-18,2016,Stoke,Tottenham,0,4,Unknown,0,0,1.2,0.69,45.1,54.9
2016-04-19,2016,Newcastle,Man City,1,1,Unknown,0,0,2.42,2.9,51.0,49.0
2016-04-20,2016,Liverpool,Everton,4,0,Liverpool,3,0,1.21,1.59,46.6,53.4
2016-04-20,2016,Man United,Crystal Palace,2,0,Man United,3,0,2.64,2.06,45.4,54.6
2016-04-20,2016,West Ham,Watford,3,1,West Ham,3,0,3.12,2.17,57.4,42.6
2016-04-21,2016,Arsenal,West Brom,2,0,Arsenal,3,0,0.88,1.87,58.7,41.3
2016-04-23,2016,Aston Villa,Southampton,2,4,Unknown,0,0,3.1,1.01,48.1,51.9
2016-04-23,2016,Bournemouth,Chelsea,1,4,Unknown,0,0,2.28,2.39,53.1,46.9
2016-04-23,2016,Liverpool,Newcastle,2,2,Unknown,0,0,0.88,2.51,49.2,50.8
2016-04-23,2016,Man City,Stoke,4,0,Man City,3,0,1.78,1.88,52.4,47.6
2016-04-24,2016,Leicester,Swansea,4,0,Leicester,3,0,0.98,1.72,51.5,48.5
2016-04-24,2016,Sunderland,Arsenal,0,0,Unknown,0,0,2.6,0.78,49.0,51.0
2016-04-25,2016,Tottenham,West Brom,1,1,Unknown,0,0,2.78,0.71,55.5,44.5
2016-04-30,2016,Arsenal,Norwich,1,0,Arsenal,3,0,0.82,1.35,46.9,53.1
2016-04-30,2016,Everton,Bournemouth,2,1,Everton,3,0,2.02,1.28,45.8,54.2
2016-04-30,2016,Newcastle,Crystal Palace,1,0,Newcastle,3,0,2.94,2.88,56.5,43.5
2016-04-30,2016,Stoke,Sunderland,1,1,Unknown,0,0,3.31,2.46,55.0,45.0
2016-04-30,2016,Watford,Aston Villa,3,2,Watford,3,0,2.04,2.15,52.5,47.5
2016-04-30,2016,West Brom,West Ham,0,3,Unknown,0,0,3.35,1.79,52.0,48.0
2016-05-01,2016,Man United,Leicester,1,1,Unknown,0,0,2.11,0.92,52.5,47.5
2016-05-01,2016,Southampton,Man City,4,2,Southampton,3,0,1.68,2.95,51.6,48.4
2016-05-01,2016,Swansea,Liverpool,3,1,Swansea,3,0,3.04,1.44,50.9,49.1
2016-05-02,2016,Chelsea,Tottenham,2,2,Unknown,0,0,1.98,0.77,52.5,47.5
2016-05-07,2016,Aston Villa,Newcastle,0,0,Unknown,0,0,1.92,1.73,52.9,47.1
2016-05-07,2016,Bournemouth,West Brom,1,1,Unknown,0,0,1.97,2.68,55.4,44.6
2016-05-07,2016,Crystal Palace,Stoke,2,1,Crystal Palace,3,0,3.04,2.72,55.7,44.3
2016-05-07,2016,Leicester,Everton,3,1,Leicester,3,0,3.0,0.53,50.7,49.3
2016-05-07,2016,Norwich,Man United,0,1,Unknown,0,0,1.71,2.72,51.2,48.8
2016-05-07,2016,Sunderland,Chelsea,3,2,Sunderland,3,0,1.5,1.18,50.6,49.4
2016-05-07,2016,West Ham,Swansea,1,4,Unknown,0,0,1.98,0.6,53.0,47.0
2016-05-08,2016,Liverpool,Watford,2,0,Liverpool,3,0,2.22,2.62,51.8,48.2
2016-05-08,2016,Man City,Arsenal,2,2,Unknown,0,0,1.22,2.66,58.3,41.7
2016-05-08,2016,Tottenham,Southampton,1,2,Unknown,0,0,2.88,1.99,55.4,44.6
2016-05-10,2016,West Ham,Man United,3,2,West Ham,3,0,1.96,1.94,58.5,41.5
2016-05-11,2016,Liverpool,Chelsea,1,1,Unknown,0,0,1.5,2.53,55.6,44.4
2016-05-11,2016,Norwich,Watford,4,2,Norwich,3,0,0.82,2.47,59.6,40.4
2016-05-11,2016,Sunderland,Everton,3,0,Sunderland,3,0,1.22,2.73,54.5,45.5
2016-05-15,2016,Arsenal,Aston Villa,4,0,Arsenal,3,0,3.35,1.88,59.5,40.5
2016-05-15,2016,Chelsea,Leicester,1,1,Unknown,0,0,1.42,2.92,47.4,52.6
2016-05-15,2016,Everton,Norwich,3,0,Everton,3,0,1.01,2.99,45.8,54.2
2016-05-15,2016,Newcastle,Tottenham,5,1,Newcastle,3,0,1.88,0.79,53.7,46.3
2016-05-15,2016,Southampton,Crystal Palace,4,1,Southampton,3,0,1.42,2.62,59.8,40.2
2016-05-15,2016,Stoke,West Ham,2,1,Stoke,3,0,0.61,1.75,51.3,48.7
2016-05-15,2016,Swansea,Man City,1,1,Unknown,0,0,1.47,1.47,48.2,51.8
2016-05-15,2016,Watford,Sunderland,2,2,Unknown,0,0,2.13,2.03,52.8,47.2
2016-05-15,2016,West Brom,Liverpool,1,1,Unknown,0,0,2.16,0.64,54.7,45.3
2016-05-17,2016,Man United,Bournemouth,3,1,Man United,3,0,1.57,1.77,49.7,50.3
2016-08-13,2016,Burnley,Swansea,0,1,Unknown,0,0,1.84,2.68,55.7,44.3
2016-08-13,2016,Crystal Palace,West Brom,0,1,Unknown,0,0,3.4,1.03,59.6,40.4
2016-08-13,2016,Everton,Tottenham,1,1,Unknown,0,0,1.63,1.57,58.5,41.5
2016-08-13,2016,Hull,Leicester,2,1,Hull,3,0,1.27,2.85,49.4,50.6
2016-08-13,2016,Man City,Sunderland,2,1,Man City,3,0,1.23,1.57,49.9,50.1
2016-08-13,2016,Middlesbrough,Stoke,1,1,Unknown,0,0,1.87,1.4,50.6,49.4
2016-08-13,2016,Southampton,Watford,1,1,Unknown,0,0,2.78,1.6,50.9,49.1
2016-08-14,2016,Arsenal,Liverpool,3,4,Unknown,0,0,1.12,1.8,46.5,53.5
2016-08-14,2016,Bournemouth,Man United,1,3,Unknown,0,0,2.63,2.08,56.4,43.6
2016-08-15,2016,Chelsea,West Ham,2,1,Chelsea,3,0,0.56,2.5,50.5,49.5
2016-08-19,2016,Man United,Southampton,2,0,Man United,3,0,1.76,1.63,58.2,41.8
2016-08-20,2016,Burnley,Liverpool,2,0,Burnley,3,0,2.83,2.54,58.9,41.1
2016-08-20,2016,Leicester,Arsenal,0,0,Unknown,0,0,1.52,1.83,45.4,54.6
2016-08-20,2016,Stoke,Man City,1,4,Unknown,0,0,2.19,1.35,59.8,40.2
2016-08-20,2016,Swansea,Hull,0,2,Unknown,0,0,1.11,2.14,55.7,44.3
2016-08-20,2016,Tottenham,Crystal Palace,1,0,Tottenham,3,0,2.73,2.29,52.8,47.2
2016-08-20,2016,Watford,Chelsea,1,2,Unknown,0,0,0.66,1.9,50.8,49.2
2016-08-20,2016,West Brom,Everton,1,2,Unknown,0,0,3.06,0.64,52.8,47.2
2016-08-21,2016,Sunderland,Middlesbrough,1,2,Unknown,0,0,1.09,0.92,49.9,50.1
2016-08-21,2016,West Ham,Bournemouth,1,0,West Ham,3,0,3.12,1.21,54.3,45.7
2016-08-27,2016,Chelsea,Burnley,3,0,Chelsea,3,0,1.56,1.21,46.4,53.6
